883,45916,85,41,31,75,22,-9.2
884,43316,1,2,3,6,0,0.2
885,48675,9,1,3,5,6,-0.2
886,42528,5,2,4,2,4,-0.2
887,52333,68,75,104,127,32,-2.0
888,45288,181,108,13,15,32,-39.1
889,57785,729,451,368,502,178,-105.1
890,62300,812,521,487,380,180,-140.5
891,54351,351,257,186,264,118,-45.9
892,57980,674,475,397,383,56,-132.8
893,53580,257,194,174,145,66,-43.1
894,50064,46,51,34,35,7,-9.4
895,50120,174,160,151,148,88,-18.4
896,63616,241,219,201,200,81,-33.9
897,48438,94,53,52,21,16,-18.8
898,48492,784,262,243,168,45,-157.2
899,48546,677,414,471,479,182,-92.5
900,54900,33,28,99,134,35,11.0
901,49555,65,32,16,9,7,-13.9
902,51414,4,12,69,81,51,16.3
903,50568,131,59,130,182,105,7.1
904,45200,181,119,164,114,34,-29.9
905,40725,5,1,1,4,2,-0.3
909,40905,1,0,0,1,0,-0.1
934,9340,129,38,17,26,5,-26.0
936,33696,639,336,402,228,156,-107.4
937,30921,12,15,3,3,63,9.0
938,119126,4236,5039,5197,4131,1494,-639.2
939,27231,869,156,297,111,42,-169.9
940,54520,448,367,460,517,270,-20.6
941,42345,882,876,690,957,441,-80.1
942,62172,1162,1119,1147,1475,729,-51.0
943,22632,0,6,9,0,3,0.0
944,68912,1041,1455,1838,1170,450,-146.7
945,86940,1823,2692,3343,2136,1125,-195.2
947,14205,0,0,3,6,0,0.6
948,93852,1341,2771,2477,2160,1084,-112.5
949,84461,3382,2874,3059,2151,1237,-501.3
950,23750,531,36,255,237,346,-16.9
951,14265,3,6,6,12,3,0.6
953,123890,506,355,320,285,187,-70.8
954,117342,453,410,375,317,164,-67.1
955,158530,1401,1000,741,834,449,-207.0
956,104204,720,582,546,547,244,-98.7
957,102399,623,657,624,748,393,-36.9
958,169566,2157,1889,1456,1882,832,-265.7
959,113162,1231,911,611,610,286,-219.1
962,133718,1373,1235,781,874,365,-237.7
963,134820,1735,1706,1410,1824,816,-172.0
964,127248,387,344,188,273,126,-59.3
965,164050,2872,3056,2138,2385,987,-444.1
