4818,147,85,77,64,33,-24.9
4900,18,16,14,9,15,-1.3
4935,0,0,0,0,0,0.0
5156,104,59,96,49,21,-17.6
5300,2,4,6,10,3,0.8
8592,265,497,619,301,73,-58.0
8638,244,231,168,204,108,-29.9
11858,1827,1465,1704,1305,546,-272.2
12027,12,0,0,0,4,-1.6
12046,48,24,112,200,36,15.2
12799,0,2,0,5,0,0.3
12940,168,155,111,99,56,-28.0
13623,0,1,0,0,0,-0.1
13832,167,110,85,76,21,-32.6
13840,134,100,170,272,19,-5.8
15447,0,0,4,6,1,0.8
15619,0,0,0,0,0,0.0
15727,6,0,9,3,0,-0.9
15957,3,15,21,12,3,-0.3
16339,0,0,0,0,0,0.0
16503,30,53,73,118,42,8.9
16574,979,248,252,247,176,-160.7
16861,6,6,9,5,3,-0.7
17389,276,160,245,341,93,-18.5
18051,21,15,15,24,9,-1.5
18498,2,0,2,5,0,0.1
18911,15,9,18,8,1,-2.9
18979,0,0,0,0,0,0.0
19204,29,103,95,152,124,23.9
19553,6,4,6,6,8,0.6
23015,50,38,65,59,31,-1.7
23271,1010,761,744,506,161,-195.3
23336,63,61,51,58,33,-6.3
23364,833,717,412,448,223,-148.9
23571,1,1,0,8,1,0.7
24171,3,8,8,1,1,-1.1
24347,0,0,1,0,3,0.6
24354,27,18,18,15,15,-2.7
24663,20,13,47,12,12,-1.7
25462,5,15,9,12,3,-0.7
25517,2,2,1,8,0,0.2
25591,9,34,46,68,36,8.8
26087,21,15,10,25,6,-2.0
26425,29,12,23,30,16,-0.8
26706,25,19,36,71,18,3.8
26708,3,6,7,19,12,3.1
26755,133,78,121,121,41,-14.1
27484,20,9,38,15,10,-1.4
27760,32,9,12,26,13,-2.1
28024,22,25,7,25,70,9.6
28088,1292,818,534,523,166,-254.7
28146,686,750,655,352,81,-160.8
28577,0,0,0,0,0,0.0
28664,4,2,3,2,0,-0.8
28759,16,3,11,1,0,-3.4
28836,0,0,0,2,0,0.2
29054,3,5,4,10,5,0.9
29194,2,1,0,1,0,-0.4
29228,49,12,70,34,11,-5.4
29285,226,216,191,123,64,-41.7
29601,61,32,48,55,37,-2.5
29719,17,22,14,9,16,-1.5
29744,4,8,29,8,4,0.0
29814,6,3,12,18,0,0.3
29834,23,40,26,25,8,-4.5
29894,0,2,2,8,4,1.4
29993,154,159,97,82,34,-31.7
30361,335,276,355,420,133,-26.0
30903,19,24,27,13,2,-4.5
30970,0,0,0,0,0,0.0
31035,0,0,0,0,0,0.0
34759,4,1,2,9,1,0.2
35071,0,0,5,15,4,2.3
35351,215,112,118,193,54,-24.1
35361,0,0,1,3,1,0.5
35820,1,0,0,0,0,-0.2
35912,254,156,561,418,131,1.6
35947,7,5,4,2,0,-1.7
35982,8,3,6,7,7,0.2
36131,120,56,105,152,72,0.0
